"Scenario","Attribute","Commodity","Process","Period","Value","Sector","Subsector","Technology","Fuel","Enduse","Unit","Parameters","FuelGroup","FuelSourceProcess","CommoditySet","ProcessSet","Technology_Group"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Mob-Uti--ELC","2060","0.102458","Agriculture","Dairy Cattle Farming","Utility Vehicle (Agricultural)","Electricity","Farm Vehicle","PJ","Fuel Consumption","Electricity","","","","Mobile Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2025","0.175194","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2030","0.175194","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2035","0.175194","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2040","0.175194","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2045","0.209798","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2050","0.183785","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2055","0.272295","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2060","0.360217","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2025","0.280768","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2030","0.454379","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2035","0.629546","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2040","0.817907","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2045","0.932837","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2050","0.919536","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2055","0.906424","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD-ELC","2060","0.893499","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2018","0.650547","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2025","0.468394","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2030","0.338285","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2035","0.208175","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2040","0.078066","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2018","0.650547","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2025","0.468394","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2030","0.338285","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2035","0.208175","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VPVSD_ELC00","2040","0.078066","Agriculture","Dairy Cattle Farming","Vacuum Pump with VSD","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2025","0.084594","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2030","0.289899","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2035","0.492665","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2040","0.693244","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2045","0.759456","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2050","0.750517","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2055","0.613534","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP-ELC","2060","0.478636","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2018","0.470265","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2025","0.339182","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2030","0.244965","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2035","0.150748","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2040","0.056530","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2018","0.470265","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2025","0.339182","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2030","0.244965","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2035","0.150748","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-MoTP-Stat-VacP_ELC00","2040","0.056530","Agriculture","Dairy Cattle Farming","Vacuum Pump","Electricity","Milking Machine","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2025","0.298292","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2030","0.514897","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2035","0.728822","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2040","0.940440","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2045","1.051586","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2050","1.011116","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2055","0.972204","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2060","0.934789","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2025","0.335013","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2030","0.542165","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2035","0.751173","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2040","0.975926","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2045","1.113060","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2050","1.097189","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2055","1.081543","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP--ELC","2060","1.066121","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2018","1.275714","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2025","0.919411","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2030","0.664019","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2035","0.408627","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2040","0.153235","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2018","1.275714","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2025","0.919411","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2030","0.664019","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2035","0.408627","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Tui","VAR_FIn","AGRELC","ADCF-PUMP-Pump_ELC00","2040","0.153235","Agriculture","Dairy Cattle Farming","Transfer Pump","Electricity","Pumping","PJ","Fuel Consumption","Electricity","","","","Stationary Motive Power"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2025","0.480583","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2030","0.827027","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2035","1.018600","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2040","0.979400","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2045","0.941708","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2050","0.905467","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2055","0.870621","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Kea","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2060","0.837115","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2025","0.513190","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2030","0.850986","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2035","1.038054","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2040","1.010631","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2045","0.996220","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2050","0.982014","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2055","0.968012","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
"Tui","VAR_FIn","AGRELC","ADCF-RFGR--ELC","2060","0.954208","Agriculture","Dairy Cattle Farming","Refrigerator","Electricity","Refrigeration","PJ","Fuel Consumption","Electricity","","","","Heating/Cooling"
